id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35206436,超异能族,,https://dou.img.lithub.cc/movie/35206436.jpg,2023-08-09(韩国),https://movie.douban.com/subject/35206436/,8.9,"动作,爱情,悬疑",5,,"青春,校园,漫改,温情,悬疑,韩国,动作",2023-10-02 17:11:19,2023 / 韩国 / 动作 爱情 悬疑 奇幻 / 朴仁载 朴允书 / 柳承龙 韩孝周
35165338,西出玉门,,https://dou.img.lithub.cc/movie/35165338.jpg,2023-09-07(中国大陆),https://movie.douban.com/subject/35165338/,6.8,"剧情,爱情,悬疑",5,,"悬疑,中国大陆,电视剧,冒险",2023-09-10 13:31:14,2023 / 中国大陆 / 剧情 爱情 悬疑 冒险 / 苏照彬 林子平 / 倪妮 白宇
10484041,横道世之介,,https://dou.img.lithub.cc/movie/10484041.jpg,2013-02-23(日本),https://movie.douban.com/subject/10484041/,8.8,"剧情,爱情",4,,,2023-09-02 12:59:56,2013 / 日本 / 剧情 爱情 / 冲田修一 / 高良健吾 吉高由里子
25828589,黑寡妇,,https://dou.img.lithub.cc/movie/25828589.jpg,2021-07-07(中国香港),https://movie.douban.com/subject/25828589/,6.2,"动作,科幻,冒险",3,,,2023-09-02 12:59:19,2021 / 美国 / 动作 科幻 冒险 / 凯特·绍特兰 / 斯嘉丽·约翰逊 弗洛伦丝·皮尤
26258779,银河护卫队3,,https://dou.img.lithub.cc/movie/26258779.jpg,2023-05-05(美国/中国大陆),https://movie.douban.com/subject/26258779/,8.3,"喜剧,动作,科幻",4,,,2023-09-02 12:57:30,2023 / 美国 / 喜剧 动作 科幻 惊悚 冒险 / 詹姆斯·古恩 / 克里斯·帕拉特 佐伊·索尔达娜
34963356,过往人生,,https://dou.img.lithub.cc/movie/34963356.jpg,2023-01-21(圣丹斯电影节),https://movie.douban.com/subject/34963356/,7.6,"剧情,爱情",5,,,2023-09-02 12:56:34,2023 / 美国 韩国 / 剧情 爱情 / 席琳·宋 / 格蕾塔·李 刘台午
1794171,变形金刚,,https://dou.img.lithub.cc/movie/1794171.jpg,2007-07-11(中国大陆),https://movie.douban.com/subject/1794171/,8.3,"动作,科幻",3,,美国,2023-09-02 11:24:35,2007 / 美国 / 动作 科幻 / 迈克尔·贝 / 希亚·拉博夫 梅根·福克斯
26603847,毛骗 终结篇,,https://dou.img.lithub.cc/movie/26603847.jpg,2015-09-10(中国大陆),https://movie.douban.com/subject/26603847/,9.7,"悬疑,犯罪",5,,"爱情,动作,冒险,悬疑,剧情,成长,青春",2022-06-14 15:21:24,2015 / 中国大陆 / 悬疑 犯罪 / 李洪绸 邢冬冬 汪小壹 / 杨羽 邵庄
6894818,毛骗 第二季,,https://dou.img.lithub.cc/movie/6894818.jpg,2011-10-20(中国大陆),https://movie.douban.com/subject/6894818/,9.5,"悬疑,犯罪",5,,"反转,搞笑,成长,良心剧,烧脑,悬疑,人性",2022-06-14 15:20:53,2011 / 中国大陆 / 悬疑 犯罪 / 李洪绸 邢冬冬 于哲 / 杨羽 安宁
4888230,毛骗 第一季,,https://dou.img.lithub.cc/movie/4888230.jpg,2010-06-07(中国大陆),https://movie.douban.com/subject/4888230/,8.7,"悬疑,犯罪",4,,"中国大陆,青春,烧脑,悬疑,剧情,犯罪,反转",2022-06-14 15:20:32,2010 / 中国大陆 / 悬疑 犯罪 / 李洪绸 志微 于哲 / 安宁 赵宁
3001114,沙丘,,https://dou.img.lithub.cc/movie/3001114.jpg,2021-10-22(美国/中国大陆),https://movie.douban.com/subject/3001114/,7.7,"剧情,科幻,冒险",4,,"美国,剧情,科幻,奇幻",2021-10-23 01:10:50,2021 / 美国 / 剧情 科幻 冒险 / 丹尼斯·维伦纽瓦 / 提莫西·查拉梅 丽贝卡·弗格森
26387813,疑犯追踪 第五季,,https://dou.img.lithub.cc/movie/26387813.jpg,2016-05-03(美国),https://movie.douban.com/subject/26387813/,9.4,"剧情,动作,科幻",5,,"CBS,人工智能,科幻,剧情,犯罪,悬疑",2021-05-17 00:09:15,2016 / 美国 / 剧情 动作 科幻 悬疑 惊悚 / 克里斯·费舍 / 吉姆·卡维泽 迈克尔·爱默生
25837185,疑犯追踪 第四季,,https://dou.img.lithub.cc/movie/25837185.jpg,2014-09-23(美国),https://movie.douban.com/subject/25837185/,9.5,"剧情,动作,科幻",5,,"科幻,美国,悬疑,犯罪",2021-05-17 00:09:02,2014 / 美国 / 剧情 动作 科幻 悬疑 惊悚 / 理查德·刘易斯 大卫·塞梅尔 乔纳森·诺兰 / 吉姆·卡维泽 迈克尔·爱默生
22220086,疑犯追踪 第三季,,https://dou.img.lithub.cc/movie/22220086.jpg,2013-09-24(美国),https://movie.douban.com/subject/22220086/,9.6,"剧情,动作,悬疑",5,,"疑犯追踪,CBS,犯罪,悬疑,美国",2021-05-17 00:08:50,2013 / 美国 / 剧情 动作 悬疑 / 大卫·塞梅尔 理查德·刘易斯 / 吉姆·卡维泽 迈克尔·爱默生
10549251,疑犯追踪 第二季,,https://dou.img.lithub.cc/movie/10549251.jpg,2012-09-27,https://movie.douban.com/subject/10549251/,9.6,"剧情,惊悚,犯罪",5,,"电视剧,CBS,犯罪,悬疑,美剧",2021-05-17 00:08:37,2012 / 美国 / 剧情 惊悚 犯罪 / 大卫·塞梅尔 理查德·刘易斯 / 迈克尔·爱默生 吉姆·卡维泽
5980670,疑犯追踪  第一季,,https://dou.img.lithub.cc/movie/5980670.jpg,2011-09-22(美国),https://movie.douban.com/subject/5980670/,9.3,"剧情,悬疑,犯罪",5,,,2021-05-17 00:08:22,2011 / 美国 / 剧情 悬疑 犯罪 / 大卫·塞梅尔 理查德·J·刘易斯 史蒂文·德保罗 查尔斯·比森 科林·巴克西 丹尼斯·史密斯 弗雷德·托耶 米兰·赫伊洛夫 阿莱克斯·扎克雷泽夫斯基 杰弗里·G·亨特 斯蒂芬·威廉姆斯 布拉德·安德森 克里斯·费舍 大卫·凡·安肯 杰夫·T·托马斯 拉里·滕 斯蒂芬·塞梅尔 凯文·布瑞 / 迈克尔·爱默生 吉姆·卡维泽
2264216,过把瘾,,https://dou.img.lithub.cc/movie/2264216.jpg,1994,https://movie.douban.com/subject/2264216/,9,剧情,5,最后一集暂时不打算看了，就这样挺好,"江珊,王朔,爱情,王志文,经典",2021-04-29 12:47:46,1994 / 中国大陆 / 剧情 / 赵宝刚 / 王志文 江珊
30367642,猎鹰与冬兵,,https://dou.img.lithub.cc/movie/30367642.jpg,2021-03-19(美国),https://movie.douban.com/subject/30367642/,7.4,"剧情,动作,科幻",4,,"美剧,漫威,超级英雄,塞巴斯蒂安·斯坦",2021-04-23 22:03:46,2021 / 美国 / 剧情 动作 科幻 冒险 / 卡莉·斯考格兰德 / 安东尼·麦凯 塞巴斯蒂安·斯坦
